Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,is_exited,,,,,,,,,,,
Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,07-11-2006,"$93,343.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Emily Gupta,HRIS Analyst,Human Resources,Corporate,Female,Asian,44,23-02-2006,"$63,705.00",0%,United States,Miami,,NO,,,,,,,,,,,
Silas Rivera,Vice President,Sales,Corporate,Male,Latino,48,28-02-2000,"$2,58,081",30%,United States,Chicago,,NO,,,,,,,,,,,
Jackson Jordan,Business Partner,Human Resources,Research & Development,Male,Black,48,21-09-2020,"$54,654.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Isaac Joseph,Analyst,Sales,Manufacturing,Male,Caucasian,54,24-09-1998,"$58,006.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Hailey Lai,Sr. Manger,Finance,Manufacturing,Female,Asian,42,18-03-2011,"$1,50,034",12%,China,Beijing,,NO,,,,,,,,,,,
Leilani Thao,Director,Human Resources,Speciality Products,Female,Asian,38,30-05-2007,"$1,98,562",22%,United States,Seattle,,NO,,,,,,,,,,,
Madeline Watson,Account Representative,Sales,Research & Development,Female,Black,40,27-05-2009,"$62,411.00",0%,United States,Miami,14-08-2021, YES,,,,,,,,,,,
Silas Huang,Engineering Manager,Engineering,Research & Development,Male,Asian,57,01-09-1992,"$1,11,299",12%,United States,Miami,,NO,,,,,,,,,,,
Peyton Walker,Analyst,Marketing,Research & Development,Female,Caucasian,43,13-07-2019,"$41,545.00",0%,United States,Miami,,NO,,,,,,,,,,,
Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,Latino,26,14-04-2019,"$74,467.00",0%,United States,Columbus,15-01-2021, YES,,,,,,,,,,,
Jace Washington,Manager,Accounting,Research & Development,Male,Caucasian,44,02-09-2002,"$1,17,545",6%,United States,Phoenix,,NO,,,,,,,,,,,
Landon Kim,Manager,Human Resources,Speciality Products,Male,Asian,50,15-03-2012,"$1,17,226",8%,United States,Phoenix,,NO,,,,,,,,,,,
Peyton Vasquez,Analyst,Accounting,Corporate,Female,Latino,26,24-01-2019,"$55,767.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Charlotte Baker,Analyst II,Sales,Manufacturing,Female,Caucasian,29,17-11-2016,"$60,930.00",0%,United States,Austin,,NO,,,,,,,,,,,
Elena Mendoza,Director,Sales,Speciality Products,Female,Latino,27,24-10-2018,"$1,54,973",29%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,33,21-10-2017,"$69,332.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Ivy Desai,Controls Engineer,Engineering,Research & Development,Female,Asian,59,04-09-2001,"$1,19,699",0%,China,Shanghai,,NO,,,,,,,,,,,
Josephine Acosta,Director,Human Resources,Speciality Products,Female,Latino,40,20-09-2020,"$1,98,176",17%,Brazil,Manaus,,NO,,,,,,,,,,,
Nora Nunez,Analyst II,Finance,Research & Development,Female,Latino,45,08-06-2012,"$58,586.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Caleb Xiong,Sr. Account Representative,Sales,Corporate,Male,Asian,38,28-11-2011,"$74,010.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Henry Green,Sr. Account Representative,Sales,Speciality Products,Male,Caucasian,32,02-03-2020,"$96,598.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Madelyn Chan,Manager,Sales,Speciality Products,Female,Asian,64,21-05-2003,"$1,06,444",5%,United States,Phoenix,,NO,,,,,,,,,,,
Angel Delgado,Director,Finance,Corporate,Male,Latino,31,08-10-2017,"$1,56,931",28%,United States,Seattle,,NO,,,,,,,,,,,
Mia Herrera,Director,Marketing,Research & Development,Female,Latino,43,16-10-2014,"$1,71,360",23%,Brazil,Manaus,,NO,,,,,,,,,,,
Peyton Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,45,04-05-2009,"$64,505.00",0%,United States,Miami,,NO,,,,,,,,,,,
David Herrera,Engineering Manager,Engineering,Speciality Products,Male,Latino,32,10-09-2021,"$1,02,298",13%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Avery Dominguez,Sr. Manger,Sales,Corporate,Female,Latino,27,13-09-2019,"$1,33,297",13%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Grace Carter,Sr. Manger,Human Resources,Speciality Products,Female,Black,25,17-03-2021,"$1,55,080",10%,United States,Austin,,NO,,,,,,,,,,,
Parker Allen,Sr. Analyst,Sales,Speciality Products,Male,Caucasian,31,13-08-2018,"$81,828.00",0%,United States,Miami,,NO,,,,,,,,,,,
Sadie Lee,Sr. Manger,Marketing,Corporate,Female,Asian,65,24-10-2000,"$1,49,417",13%,China,Chengdu,,NO,,,,,,,,,,,
Cooper Valdez,Manager,Sales,Corporate,Male,Latino,50,25-04-2012,"$1,13,269",9%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,Asian,46,16-12-2017,"$1,36,716",12%,United States,Austin,,NO,,,,,,,,,,,
Roman Munoz,Sr. Manger,Sales,Speciality Products,Male,Latino,54,20-10-2011,"$1,22,644",12%,United States,Austin,,NO,,,,,,,,,,,
Charlotte Chang,Manager,Sales,Research & Development,Female,Asian,50,05-07-2000,"$1,06,428",7%,United States,Chicago,,NO,,,,,,,,,,,
Xavier Davis,Vice President,Finance,Corporate,Male,Caucasian,36,17-01-2009,"$2,38,236",31%,United States,Seattle,,NO,,,,,,,,,,,
Natalie Carter,Director,Finance,Corporate,Female,Caucasian,64,21-12-2012,"$1,53,253",24%,United States,Austin,,NO,,,,,,,,,,,
Elena Richardson,Manager,Accounting,Manufacturing,Female,Caucasian,34,10-03-2014,"$1,03,707",9%,United States,Columbus,,NO,,,,,,,,,,,
Emilia Bailey,Vice President,Accounting,Speciality Products,Female,Caucasian,41,08-09-2012,"$2,45,360",37%,United States,Austin,,NO,,,,,,,,,,,
Ryan Lu,Development Engineer,Engineering,Speciality Products,Male,Asian,25,07-08-2021,"$67,275.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Asher Huynh,Manager,IT,Manufacturing,Male,Asian,45,22-01-2015,"$1,01,288",10%,United States,Phoenix,,NO,,,,,,,,,,,
Kinsley Martinez,Director,Human Resources,Speciality Products,Female,Latino,52,28-08-1993,"$1,77,443",25%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Paisley Bryant,Cloud Infrastructure Architect,IT,Manufacturing,Female,Black,37,27-04-2016,"$91,400.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Joshua Ramirez,Vice President,Human Resources,Corporate,Male,Latino,44,09-10-2007,"$1,81,247",33%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,Black,42,20-10-2003,"$1,35,558",14%,United States,Phoenix,,NO,,,,,,,,,,,
Charles Moore,Analyst,Accounting,Speciality Products,Male,Caucasian,49,17-12-2011,"$56,878.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Angel Do,IT Systems Architect,IT,Speciality Products,Male,Asian,34,20-09-2019,"$94,735.00",0%,China,Beijing,,NO,,,,,,,,,,,
Maverick Medina,Analyst II,Sales,Manufacturing,Male,Latino,39,27-05-2007,"$51,234.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Isaac Han,Vice President,Human Resources,Speciality Products,Male,Asian,31,14-01-2015,"$2,30,025",34%,United States,Phoenix,,NO,,,,,,,,,,,
Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,03-11-2010,"$1,34,006",13%,China,Beijing,,NO,,,,,,,,,,,
Zoe Zhou,Manager,Finance,Corporate,Female,Asian,61,10-06-2009,"$1,03,096",7%,China,Beijing,,NO,,,,,,,,,,,
Nathan Lee,Analyst,Accounting,Manufacturing,Male,Asian,29,20-08-2016,"$58,703.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,Latino,33,24-12-2012,"$1,32,544",10%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Jaxson Coleman,Manager,Finance,Manufacturing,Male,Caucasian,32,15-04-2020,"$1,26,671",9%,United States,Miami,,NO,,,,,,,,,,,
Hailey Hong,Account Representative,Sales,Research & Development,Female,Asian,33,22-01-2021,"$56,405.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,Asian,36,29-11-2014,"$88,730.00",8%,China,Chongqing,,NO,,,,,,,,,,,
Aaron Maldonado,Analyst II,Finance,Manufacturing,Male,Latino,39,17-09-2008,"$62,861.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,53,21-07-2006,"$1,51,246",21%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,53,04-12-1997,"$1,54,388",10%,United States,Seattle,,NO,,,,,,,,,,,
Alice Roberts,Director,Human Resources,Manufacturing,Female,Caucasian,54,26-09-1994,"$1,62,978",17%,United States,Miami,24-05-2004, YES,,,,,,,,,,,
Colton Garcia,Solutions Architect,IT,Speciality Products,Male,Latino,55,17-11-1993,"$80,170.00",0%,United States,Miami,,NO,,,,,,,,,,,
Stella Lai,Sr. Analyst,Accounting,Manufacturing,Female,Asian,44,28-04-2021,"$98,520.00",0%,United States,Miami,,NO,,,,,,,,,,,
Leonardo Luong,Manager,Finance,Manufacturing,Male,Asian,52,29-12-1999,"$1,16,527",7%,United States,Phoenix,,NO,,,,,,,,,,,
Nicholas Wong,Director,Sales,Research & Development,Male,Asian,27,11-07-2019,"$1,74,607",29%,United States,Columbus,,NO,,,,,,,,,,,
Jeremiah Castillo,Analyst II,Accounting,Research & Development,Male,Latino,58,04-12-2006,"$64,202.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Cooper Jiang,Analyst II,Accounting,Corporate,Male,Asian,49,25-07-2019,"$50,883.00",0%,China,Chongqing,03-02-2021, YES,,,,,,,,,,,
Penelope Silva,Network Architect,IT,Speciality Products,Female,Latino,36,11-03-2016,"$94,618.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,26,15-10-2019,"$1,51,556",20%,United States,Miami,,NO,,,,,,,,,,,
Eleanor Chau,Development Engineer,Engineering,Research & Development,Female,Asian,37,03-08-2020,"$80,659.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
John Cho,Director,Human Resources,Speciality Products,Male,Asian,47,11-03-2019,"$1,95,385",21%,China,Chengdu,,NO,,,,,,,,,,,
Julian Delgado,Systems Analyst,IT,Speciality Products,Male,Latino,29,19-05-2016,"$52,693.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Isabella Scott,Network Administrator,IT,Research & Development,Female,Caucasian,58,26-04-2016,"$72,045.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Parker Avila,Analyst II,Marketing,Manufacturing,Male,Latino,47,28-11-2005,"$62,749.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,06-04-2018,"$1,54,884",10%,China,Shanghai,,NO,,,,,,,,,,,
Jameson Nelson,Network Architect,IT,Research & Development,Male,Caucasian,61,03-08-2016,"$96,566.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Adrian Fernandez,Systems Analyst,IT,Research & Development,Male,Latino,45,23-08-2001,"$54,994.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Madison Hunter,Network Administrator,IT,Corporate,Female,Caucasian,40,02-05-2012,"$61,523.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Jordan Phillips,Vice President,Human Resources,Corporate,Male,Black,45,12-12-2010,"$1,90,512",32%,United States,Columbus,,NO,,,,,,,,,,,
Maya Chan,Controls Engineer,Engineering,Speciality Products,Female,Asian,37,13-02-2013,"$1,24,827",0%,China,Beijing,,NO,,,,,,,,,,,
Wesley King,Manager,Accounting,Manufacturing,Male,Caucasian,57,19-01-2019,"$1,01,577",5%,United States,Chicago,,NO,,,,,,,,,,,
Sofia Fernandez,Manager,Accounting,Manufacturing,Female,Latino,44,17-10-2005,"$1,05,223",10%,United States,Phoenix,,NO,,,,,,,,,,,
Maverick Figueroa,IT Systems Architect,IT,Corporate,Male,Latino,48,07-06-2008,"$94,815.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Hannah Hoang,Manager,Accounting,Speciality Products,Female,Asian,25,15-12-2021,"$1,14,893",6%,China,Chengdu,,NO,,,,,,,,,,,
Violet Garcia,Sr. Analyst,Marketing,Speciality Products,Female,Latino,35,01-10-2017,"$80,622.00",0%,United States,Austin,,NO,,,,,,,,,,,
Aaliyah Mai,Vice President,IT,Speciality Products,Female,Asian,57,11-11-2016,"$2,46,589",33%,United States,Phoenix,26-03-2017, YES,,,,,,,,,,,
Austin Vang,Manager,Marketing,Speciality Products,Male,Asian,49,20-05-2018,"$1,19,397",9%,China,Beijing,14-03-2019, YES,,,,,,,,,,,
Maria Sun,Director,Sales,Corporate,Female,Asian,25,19-12-2021,"$1,50,666",23%,China,Chengdu,,NO,,,,,,,,,,,
Madelyn Scott,Sr. Manger,IT,Research & Development,Female,Caucasian,46,01-09-2002,"$1,48,035",14%,United States,Phoenix,,NO,,,,,,,,,,,
Dylan Chin,Director,Finance,Corporate,Male,Asian,60,06-05-2017,"$1,58,898",18%,United States,Miami,,NO,,,,,,,,,,,
Emery Zhang,Field Engineer,Engineering,Corporate,Female,Asian,45,28-02-2012,"$89,659.00",0%,China,Beijing,,NO,,,,,,,,,,,
Riley Washington,Director,Sales,Speciality Products,Female,Caucasian,39,29-04-2007,"$1,71,487",23%,United States,Phoenix,,NO,,,,,,,,,,,
Raelynn Rios,Vice President,Sales,Manufacturing,Female,Latino,43,21-08-2016,"$2,58,498",35%,United States,Columbus,,NO,,,,,,,,,,,
Anthony Hong,Sr. Manger,IT,Research & Development,Male,Asian,37,29-11-2010,"$1,46,961",11%,United States,Columbus,,NO,,,,,,,,,,,
Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,48,22-04-1998,"$85,369.00",0%,Brazil,Manaus,27-11-2004, YES,,,,,,,,,,,
Robert Wright,Technical Architect,IT,Manufacturing,Male,Caucasian,30,14-06-2015,"$67,489.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,46,10-06-2018,"$1,66,259",17%,United States,Chicago,,NO,,,,,,,,,,,
Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,55,01-07-2009,"$47,032.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,18-09-2016,"$98,427.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Lillian Khan,Analyst,Finance,Speciality Products,Female,Asian,44,31-05-2010,"$47,387.00",0%,China,Chengdu,01-08-2018, YES,,,,,,,,,,,
Oliver Yang,Director,Marketing,Speciality Products,Male,Asian,31,06-10-2019,"$1,76,710",15%,United States,Miami,,NO,,,,,,,,,,,
Lily Nguyen,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,28-01-2012,"$95,960.00",0%,China,Chengdu,,NO,,,,,,,,,,,
Sofia Cheng,Vice President,Accounting,Corporate,Female,Asian,63,26-07-2020,"$2,16,195",31%,United States,Miami,,NO,,,,,,,,,,,
